term,pos,notes,is_case_sensitive,translation_ar,notes_ar,translation_ast,notes_ast,translation_bg,notes_bg,translation_br,notes_br,translation_ca,notes_ca,translation_cs,notes_cs,translation_da,notes_da,translation_de,notes_de,translation_el,notes_el,translation_en_ca,notes_en_ca,translation_en_gb,notes_en_gb,translation_en_us,notes_en_us,translation_eo,notes_eo,translation_es,notes_es,translation_et,notes_et,translation_eu,notes_eu,translation_fa,notes_fa,translation_fi,notes_fi,translation_fr,notes_fr,translation_fy,notes_fy,translation_ga,notes_ga,translation_gd,notes_gd,translation_gl,notes_gl,translation_he,notes_he,translation_hi,notes_hi,translation_hr,notes_hr,translation_hu,notes_hu,translation_ia,notes_ia,translation_id,notes_id,translation_ig,notes_ig,translation_it,notes_it,translation_ja,notes_ja,translation_jv,notes_jv,translation_ka,notes_ka,translation_ko,notes_ko,translation_krl,notes_krl,translation_la,notes_la,translation_lt,notes_lt,translation_mr,notes_mr,translation_ms,notes_ms,translation_nb,notes_nb,translation_nds,notes_nds,translation_nl,notes_nl,translation_nn,notes_nn,translation_oc,notes_oc,translation_pl,notes_pl,translation_pt,notes_pt,translation_pt_br,notes_pt_br,translation_ro,notes_ro,translation_ru,notes_ru,translation_rw,notes_rw,translation_si,notes_si,translation_sk,notes_sk,translation_sl,notes_sl,translation_sr,notes_sr,translation_sr_rs,notes_sr_rs,translation_sv,notes_sv,translation_tr,notes_tr,translation_uk,notes_uk,translation_vi,notes_vi,translation_zh_cn,notes_zh_cn,translation_zh_tw,notes_zh_tw
Deeper Gold Mine,noun,Production Building - Barbarians,false,,,,,По-дълбока златна мина,,,,Mina d’Or Molt Profunda,,hlubší důl na zlato,,Dybere guldmine,,Tiefste Goldmine,,Βαθύτερο Χρυσωρυχείο,,,,,,,,,,Mina de Oro Extrema,"Edificio de producción - Bárbaros, Imperio",,,,,,,Syvä kultakaivos,,Mine d'Or très profonde,,,,,,mèinn òir as doimhne,mhèinn òir as doimhne | mèinne òir as doimhne | mèinnean òir as doimhne | mhèinnean òir as doimhne,,,,,,,,,Mélyebb aranybánya,,,,,,,,Miniera d'oro molto profonda,,深遠金鉱,,,,,,더 깊은 금광,,,,altius metallum auri,,Gilesnė aukso kasykla,,,,,,Dypere Gullgruve,,Bannig deeps Gold-Bargwark,,Diepere Goudmijn,,,,,,Głębsza kopalnia złota,,mina de ouro profunda,,Mina de Ouro muito profunda,,,,Глубинная золотая шахта,,,,,,hlbočizná zlatá baňa,,,,,,,,Djupare guldgruva,,,,,,,,深井金矿,,,
Deeper Iron Mine,noun,"Production Building - Barbarians, Empire, Frisians",false,,,,,По-дълбока мина за желязо,,,,Mina de Ferro Molt Profunda,,hlubší důl na železo,,Dybere jernmine,,Tiefste Eisenerzmine,,Βαθύτερο Ορυχείο Σιδήρου,,,,,,,,,,Mina de Hierro Extrema,"Edificio de producción - Bárbaros, Imperio",,,,,,,Syvä rautakaivos,,Mine de fer très profonde,,,,,,mèinn iarainn as doimhne,mhèinn iarainn as doimhne | mèinne iarainn as doimhne | mèinnean iarainn as doimhne | mhèinnean iarainn as doimhne,,,,,,,,,Mélyebb vasércbánya,,,,,,,,Miniera di ferro molto profonda,,深遠鉄鉱,(謎コメント: 鉱山最深層),,,,,더 깊은 철광,,,,,,Gilesnė geležies kasykla,,,,,,,,Bannig deeps Iesen-Bargwark,,Diepere IJzermijn,,,,,,Głębsza kopalnia żelaza,,mina de ferro profunda,,,,,,Глубинный железный рудник,,,,,,hlbočizná železnorudná baňa,,,,,,,,Djupare järngruva,,,,,,,,深井铁矿,,,
Deeper Mine,noun,Building category,false,,,,,По-дълбока мина,,,,Mina Molt Profunda,,hlubší důl,,Dybere mine,,Tiefste Mine,,Βαθύτερο Ορυχείο,,,,,,,,,,Mina Extrema,Categoría de Edificios,,,,,,,Syvä kaivos,,Mine très profonde,,,,,,,,,,,,,,,,Mélyebb bánya,,,,,,,,Miniera molto profonda,,深遠鉱,,,,,,더 깊은 광산,,,,,,Gilesnė kasykla,,,,,,,,Bannig deeps Bargwark,,Diepere Mijn,,,,,,Głębsza kopalnia,,mina de ... profunda,,,,,,Глубинная шахта,,,,,,hlbočizná baňa,,,,,,,,Djupare gruva,,,,,,,,深井矿,,,
Defense,noun,Soldier property,false,,,,,Защита,,,,Defensa,,Obrana,,Forsvar,,Verteidigung,,Άμυνα,,,,,,,,,,Defensa,Propiedad de soldados,,,,,,,Puolustus,,Défense,,,,,,dìon,dhìon | dìona | dhìona | dìonan | dhìonan,,,,,,,,,Védelem,,,,,,,,Difesa,,防御,,,,,,,,,,defensio,,Gynyba,,,,,,Forsvar,,Verteidigung,,Verdediging,,,,,,Obrona,,defesa,,Defesa,,,,Защита,,,,,,obrana,,,,,,,,Försvar,,,,Захист,,,,防卫,,,
Dependency Error,,,false,,,,,,,,,,,chyba závislosti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Függőségi hiba,,,,,,,,Errore nelle dipendenze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beroendefel,,,,,,,,,,,
Desert Hackberry,noun,Immovable - Frisians,false,,,,,,,,,Tala,,pouštní břestovec,celtis pallida,Ørkennældetræ,,Wüstenzürgelbaum,,Κακτομουριά,,,,,,,,,,,,,,,,,,,,Micocoulier,,,,,,preas dhearcan-fhàsaich,,,,,,,,,,Sivatagi ostorfa,,,,,,,,Tala,"Celtis tala, Celtis ehrenbergiana",デザートハックベリー,,,,,,,,,,,,,,,,,,,,Wüüstenbeei,"Pl: Wüüstenbejen.
Anyone who knows the real translation, please replace.",Woestijn Hackberry,,,,,,Wiązowiec pustynny,,Alfarrobeiras do Deserto,,,,,,Каркас,Плод (ягода) дерева каркас,,,,,,,,,,,,,Ökenlevande bäralm,,,,,,,,沙漠朴树,,,
Destroyed Building,noun,Immovable - all tribes,false,,,,,,,Savadur distrujet,,Edifici destruït,,zbořená budova,,,,Zerstörtes Gebäude,,Κατεστραμμένο Κτίριο,,,,,,,,,,,,,,,,,,,,Bâtiment détruit,,,,,,togalach air a mhilleadh,thogalach air a mhilleadh | togalaichean air am milleadh,,,,,,,,,Lerombolt épület,,,,,,,,Edificio distrutto,,破壊された建物,,,,,,,,,,,,Sugriautas statinys,,,,,,,,Verneelts Huus,,Gesloopt Gebouw,,,,,,,,,,,,,,Разрушенное здание,,,,,,,,,,,,,,Raserad byggnad,,,,,,,,毁坏的建筑物,,,
Diamond,noun,Ware - Atlanteans,false,,,,,Диамант,,,,Diamant,,diamant,,Diamant,,Diamant,,Διαμάντι,,,,,,,,,,Diamante,,,,,,,,,,Diamant,,,,,,daoimean,"fir. gin. -ein, iol. -an",,,,,,,,,Gyémánt,,,,,,,,Diamante,,ダイヤモンド,,,,,,,,,,,,Deimantas,,,,,,Diamant,,Edelsteen,,Diamant,,,,,,Diament,,diamante,,Diamante,,,,Алмаз,,,,,,diamant,,,,,,,,Diamant,,,,,,,,钻石,,,
Discovery,noun,Start type,false,,,,,,,,,,,Mořeplavec objevitel,,,,,,,,,,,,,,,,,,,,,,,,,,Découverte,,,,,,,,,,,,,,,,Felfedezők,,,,,,,,Scoperta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upptäckare,,,,,,,,探索,,,
Dock,noun,Currently not used in the UI - Where wares and workers are waiting in the port before they are shipped.,false,,,,,Кей,,,,Dàrsena,,dok,,Dok,,Dock,,Προβλήτα,,,,,,,,,,Muelle,Donde las mercancías y los trabajadores del puerto esperan antes de ser enviadas.,,,,,,,,,Quai,,,,,,cala,"fir. gin. -laidh, iol. -lachan",,,,,,,,,Kikötő,,,,,,,,Molo,,,,,,,,,,,,,,,,,,,,Ports have a Dock to start an Expedition,,Kai,,,,,,,,dok,,doca,,,,,,Док,,,,,,,,,,,,,,Hamn,,,,,,,,船坞,,,
Donkey,noun,Worker - Carrier - Empire,false,,,,,Магаре,,,,Ase,,osel,,Æsel,,Esel,,Όνος,,,,,,,,,,Asno,,,,,,,,,,Âne,,,,,,asal,"fir. gin. -ail, iol. -an",,,,,,,,,Szamár,,,,,,,,Asino,,ロバ,,,,,,,,,,asinus,,Asilas,,,,,,Esel,,Langohr,"Not a joke – ""Long-ear"" really is a Platt word for Donkey",Ezel,,,,,,Osioł,,burro,,Jumento,,,,Осёл,,,,,,osol,,,,,,,,Åsna,,,,Осел,,,,毛驴,,,
Donkey Breeder,noun,Worker - Empire,false,,,,,Магаревъд,,,,Criador d’ases,,chovatel oslů,,Æselavler,,Eselzüchter,,Εκτροφέας Όνων,,,,,,,,,,Criador de Asnos,,,,,,,,,,Éleveur d'ânes,,,,,,gille-stàbaill,fir. iol. -an-stàbaill,,,,,,,,,Szamártenyésztő,,,,,,,,Allevatore di asini,,ロバ飼い,,,,,,,,,,asinarius,,Asilų augintojas,,,,,,Eseloppdretter,,Langohrtüchter,,Ezelfokker,,,,,,Hodowca osłów,,criador de burros,,Criador de Jumentos,,,,Заводчик ослов,,,,,,chovateľ oslov,,,,,,,,Åsneuppfödare,,,,,,,,毛驴饲养员,,,
Donkey Farm,noun,Production Building - Empire,false,,,,,Ферма за магарета,,,,Granja d’ases,,oslí farma,,Æselstutteri,,Eselzucht,,Ονοστάσιο,,,,,,,,,,Granja de Asnos,,,,,,,,,Aasitalli,Asinerie,,,,,,stàball,"fir. gin. -aill, iol. -an",,,,,,,,,Szamártelep,,,,,,,,Allevamento d'asini,,ロバ牧場,,,,,,당나귀 목장,,,,,,Asilų ūkis,,,,,,Eselfarm,,Langohrtüchteree,,Ezelsstal,"formerly: ""Ezelboerderij""",,,,,Ośla farma,,criação de burros,,Fazenda de Jumentos,,,,Ослиная Ферма,,,,,,oslia farma,,,,,,,,Åsneuppfödning,,,,,,,,养驴场,,,
Double Trident,noun,Ware - Weapon - Atlanteans,false,,,,,Двоен тризъбец,,,,Trident Doble,,dvojitý trojzubec,,Dobbelt trefork,,Doppel-Dreizack,,Διπλή Τρίαινα,,,,,,,,,,Tridente Doble,,,,,,,,,,Double trident,,,,,,muirgheadh dhùbailte,mhuirgheadh dhùbailte | muirgheidh dùbailte | muirgheadhan dhùbailte | mhuirgheadhan dhùbailte,,,,,,,,,Kétvégű szigony,,,,,,,,Tridente doppio,,ダブルトライデント,,,,,,,,,,tridens geminus,,,,,,,,Dobbel trefork,,Dubbelte Dreespitz,,Dubbele Drietand,,,,,,Podwójny trójząb,,tridente duplo,,Tridente de duplo,,,,Двойной Трезубец,,,,,,dvojitý trojzubec,,,,,,,,Dubbel treudd,,,,,,,,双三叉戟,,,
Double-edged Sword,noun,Ware - Weapon - Frisians,false,,,,,,,,,Espasa de doble fil,,dvoubřitý meč,,Sværd med dobbeltæg,,zweischneidiges Schwert,,Δίκοπο Ξίφος,,,,,,,,,,Espada de doble filo,,,,,,,,Kaksiteräinen miekka,,Epée à double tranchant,,,,,,claidheamh dà-fhaobharach,claidheamhan dà-fhaobharach|,,,,,,,,,Kétélű kard,,,,,,,,Spada a doppio taglio,,両刃剣,,,,,,,,,,,,Dviašmenis kardas,,,,,,,,Tweesneidigs Sweert,,Tweesnijdend Zwaard,,,,,,Obosieczny miecz,,montante,,,,,,Обоюдоострый меч,,,,,,,,,,,,,,Tveeggat svärd,,,,,,,,双刃剑,,,
Dressmaker,noun,Worker - Amazons,false,,,,,,,,,Sastre,,švadlena,,,,Schneiderin,,,,,,,,,,,,Costurera,,,,,,,,,,Couturière,,,,,,tè-dhreasaichean,,,,,,,,,,Ruhakészítő,,,,,,,,Sarta,"Sarto/Sarta?OI
Cuoco/Cuoca?
...?",,,,,,,재봉사,,,,,,,,,,,,,,Naihsterske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sömmerska,,,,,,,,裁缝,,,
Dressmakery,noun,Production Building - Amazons,false,,,,,,,,,Sastreria,,krejčovství,,,,Schneiderei,,,,,,,,,,,,Sastrería,,,,,,,,,,Atelier de couture,,,,,,Ceàrdach dhreasaichean,,,,,,,,,,Ruhakészítő műhely,,,,,,,,Sartoria,Officina di cucitura?OI,,,,,,,옷가게,,,,,,,,,,,,,,Naiheree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Syateljé,,,,,,,,缝纫厂,,,
Drinking Hall,noun,Production Building - Frisians,false,,,,,,,,,Sala de begudes,,Hodovní síň,,Drikkehal,,Trinkhalle,,Καπηλειό,,,,,,,,,,hostal,,,,,,,,,Juomahalli,Bistrot,,,,,,talla-òil,tallachan-òil|,,,,,,,,,Ivó,,,,,,,,Sala dell'idromele,,宴会場,,,,,,,,,,,,,,,,,,,,Weertshuus,,Drinkhal,,,,,,Karczma,,,,,,,,Питейный зал,,,,,,,,,,,,,,Gästgiveri,,,,,,,,酒馆,,,
Dry Pond,noun,Immovable - Frisians,false,,,,,,,,,Estany sec,,suchá jáma,,Tørlagt dam,,Trockener Teich,,Ξερή Λιμνούλα,,,,,,,,,,,,,,,,,,,,Mare asséchée,,,,,,poll tioram,,,,,,,,,,Száraz gödör,,,,,,,,Pozza secca,Fossa secca?OI,干上がった池,,,,,,,,,,,,,,,,,,,,Dröge Pool,,Detentiebekken,,,,,,Suchy staw,,,,,,,,Пересохший пруд,,,,,,,,,,,,,,Torr pöl,,,,,,,,干旱池塘,,,
Dungeon,noun,Training Building - Atlanteans,false,,,,,Тъмница,,,,Masmorra,,kobky,,Fangekælder (måske bedre med forhindringsbane),,Verlies,,Μπουντρούμι,,,,,,,,,,Calabozo,,,,,,,,,,Donjon,,,,,,toll-dubh,"fir. gin. tuill-dhuibh, iol. tuill-dhubha",,,,,,,,,Kazamata,,,,,,,,Segrete,,ダンジョン,(元: ダンジョンタワー),,,,,,,,,,,Donžonas,,,,,,Fangehull,,Gefahrelke Gangen,,Kerker,,,,,,Podziemia,,masmorra,,Masmorra,,,,Темница,,,,,,kobka,,,,,,,,Fängelsehåla,,,,,,,,地牢,,,
EP,noun,Experience Points,false,,,,,,,,,Punts d’experiència,,ZB,,,,EP,Erfahrungspunkte,ΒΕ,,,,,,,,,,PX,"Aunque PE sería más correcto, PX es la expresión más habitual",,,,,,,,,XP,,,,,,PE,,,,,,,,,,TP,tapasztalati pont,,,,,,,EP,esperienza,経験,,,,,,,,,,,,,,,,,,,,EP,Erfahrungs-Punkten,EP,ErvaringsPunten,,,,,,,exp,,,,,,ОП,,,,,,SB,,,,,,,,EP,ErfarenhetsPoäng kan väl motsvara Experience Points?,,,,,,,经验值,,,
Economy,noun,Game entity,false,,,,,Икономика,,,,Economia,,hospodářství,,Økonomi,,Wirtschaft,,Οικονομία,,,,,,,,,,Economía,Entidad del juego,,,,,,,,,Economie,,,,,,eaconamaidh,h-eaconamaidh |,,,,,,,,,Gazdaság,,,,,,,,Economia,,経済,,,,,,,,,,,,Ekonomika,,,,,,,,Weertskupp,,Economie,,,,,,Gospodarka,,economia,,,,,,Экономика,,,,,,ekonomika,,,,,,,,Ekonomi,"Också försörjning, som träförsörjning, matförsörjning etc",,,,,,,经济,,,
Economy Health,noun,,false,,,,,,,,,Salut econòmica,,Zdraví hospodářství,,,,Wirtschaftszustand,,Υγεία Οικονομίας,,,,,,,,,,,,,,,,,,,,Santé Economique,,,,,,slàinte an eaconamaidh,,,,,,,,,,Gazdaság egészsége,,,,,,,,Salute dell'economia,,,,,,,,,,,,,,,,,,,,,,Weertskupp-Utglekenheid,,Economische gezondheid,,,,,,,,Riqueza,,,,,,Состояние экономики,,,,,,,,,,,,,,Ekonomisk hälsa,,,,,,,,经济健康,,,
Empire,noun,Tribe. Placename.,false,,,,,Империя,,Impalaerezh,,Imperi,,Císařství,,Imperiet,,Imperium,,Αυτοκρατορία,,,,,,,,,,Imperio,,,,,,,,Keisarikunta,,L'Empire,,,,,,An Impireachd,na h-Impireachd | impireachd | impireachdan,,,,,,,,,Birodalom,,,,,,,,Impero,,帝国,帝国人,,,,,,,,,Imperium,,Imperija,,,,,,Imperiet,,Latienskes Riek,,Imperium,,,,,,Imperium,,"Império, Imperiais","country, people",Império,,,,Империя,,,,,,Impérium,,,,,,,,Imperiet,,,,,,,,帝国,,,
Endless Game,noun,Game type,false,,,,,Безкрайна игра,,,,Partida Sense Fi,,Nekonečná hra,,Uendeligt spil,,Endlosspiel,,Αέναο Παιχνίδι,,,,,,,,,,Juego Sin Fin,Tipo de partida,,,,,,,,,Jeu sans fin,,,,,,geama gun chrìch,,,,,,,,,,Végtelen játék,,,,,,,,Partita senza fine,,エンドレス,,,,,,,,,,ludus infinitus,,,,,,,,Endeløst spill,,Ewich Speel,,Eindeloos Spel,,,,,,Niekończąca się gra,,jogo sem-fim,,jogo sem-fim,,,,Свободная игра,,,,,,Nekonečná hra,,,,,,,,Evigt spel,,,,,,,,无限游戏,,,
Erwyn,noun,Character - Barbarian,false,,,,,Ъруин,,,,Erwyn (m.),,Erwyn,,Erwyn,,Erwyn,,Έργουιν,,,,,,,,,,Erwyn,Personaje - Bárbaros,,,,,,,,,Erwyn,,,,,,Erwyn,,,,,,,,,,Erwyn,,,,,,,,Erwyn,,,,,,,,,,,,,,,,,,,,,,Erwin,,Erwyn,,,,,,Erwyn,,Erwyn,,,,,,Эрвин,Персонаж - Варвар,,,,,Erwyn,,,,,,,,Erwyn,,,,,,,,欧文,角色名音译。,,
Evade,noun,Soldier property,false,,,,,Ловкост,,,,Evasió,,úhyb,,Undvigelse,,Ausweichen,,Αποφυγή,,,,,,,,,,Evasión,Propiedad de soldados,,,,,,,Väistely,,Esquive,,,,,,teàrnadh,thèarnadh|,,,,,,,,,Kitérés,,,,,,,,Schivata,"Secondo me sarebbe meglio ""schivata"" (king of nowhere) I agree, now we need someone, who can correct it (OIPUN)",回避,,,,,,,,,,vitatio,,,,,,,,Unnvik,,Utwieken,,Ontwijken,,,,,,Unik,,evasão,,Evasão,,,,Уклонение,,,,,,uhýbanie,,,,,,,,Hoppa undan,Tidigare: Undvika,,,Ухилятися,,,,闪避,,,
Expedition,noun,,false,,,,,Експедиция,,,,Expedició,,výprava,,Ekspedition,,Expedition,,Αποστολή,,,,,,,,,,Expedición,,,,,,,,Tutkimusmatka,,Expédition,,,,,,triall,fir. iol. -an,,,,,,,Ekspedicija,,Expedíció,,,,,,,,Spedizione,,探検,,,,,,,,,,,,,,,,,,Game entity,,Söök,Söke | Söök,Expeditie,,,,,,Ekspedycja,,expedição,,,,,,Экспедиция,,,,,,výprava,,,,,,,,Expedition,,,,,,,,探险,,,
Farm,noun,"Production Building - Atlanteans, Barbarians, Empire, Frisians",false,,,,,Ферма,,Ti-feurm,,Masoveria,de blat -en general- / de panís -atlants- / de civada -frisons-,Statek,,Landbrug,,Bauernhof,,Αγρόκτημα,,,,,,,,,,Granja,,,,,,,,,Maatila,Ferme,,,,,,tuathanas,thuathanas | tuathanais | tuathanasan | thuathanasan,,,,,,,,,Földbirtok,,,,,,,,Fattoria,,農場,,,,,,농장,,,,,,,,,,,,Gård,,Buurderee,,Boerderij,,,,,,Farma,,quinta,,Fazenda,,,,Ферма,,,,,,farma,,,,,,,,Bondgård / Majsodling / Kornodling,"Bondgård när vete odlas (Barbareans & Empire)
Majsodling (Atlanteans som odlar majs)
Kornodling (Frisians)",,,,,,,农场,,,
Farmer,noun,"Worker - Atlanteans, Barbarians, Empire, Frisians",false,,,,,Фермер,,,,Agricultor,,sedlák,,Landmand,,Bauer,,Γεωργός,,,,,,,,,,Granjero,Trabajador,,,,,,,,Maanviljelijä,Fermier,,,,,,tuathanach,thuathanach | tuathanaich | thuathanaich,,,,,,,,,Földműves,,,,,,,,Contadino,,農夫,,,,,,농부,,,,agricola,,,,,,,,Bonde,,Buur,,Boer,,,,,,Farmer,,agricultor,,Fazendeiro,,,,Фермер,,,,,,farmár,,,,,,,,Bonde,,,,,,,,农夫,,,
Fastplace,noun,,false,,,,,,,,,,,rychlé umístění,,,,,,,,,,,,,,,,,,,,,,,,,,Endroit-rapide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felling Ax,noun,"Ware - Tool - Barbarians, Empire, Frisians",false,,,,,Брадва за сеч,,,,Destral per talar arbres,,těžební sekera,,Skovøkse,,Holzfälleraxt,,Τσεκούρι,,,,,,,,,,Hacha de Talar,,,,,,,,,,Cognée,,,,,,tuagh leagail,thuagh leagail | tuaighe leagail | tuaghan leagail | thuaghan leagail,,,,,,,,,Favágóbalta,,,,,,,,Ascia da disboscamento,,木こり斧,(元: 伐採斧) これでもいいけど,,,,,,,,,,,,,,,,,,,Boomslager-Ext,,Kapbijl,,,,,,Topór drwala,,machado de abate,,,,,,Топор Дровосека,,,,,,drevorubačská sekera,,,,,,,,Avverkningsyxa,,,,Сокира дроворуба,,,,伐木斧,,,
Ferry,noun,"Worker - Amazons, Atlanteans, Barbarians, Empire, Frisians",false,,,,,,,,,Ferri,,přívoz,převozník | převoznice |,Færge,,Fähre,,,,,,,,,,,,transbordador / barca,,,,,,,,Lautturi,,Ferry,,,,,,bàta-aiseig,,,,,,,,,,Komp,,,,,,,,Traghetto,,,,,,,,나룻배,,,,,,,,,,,,,,Fähr,,Veerbootkapitein,,,,,,Prom,,,,,,,,,,,,,,,,,,,,,,Transportbåt,,,,,,,,艄公,,,
Ferry Yard,noun,"Production Building - Amazons, Atlanteans, Barbarians, Empire, Frisians",false,,,,,,,,,Taller de transbordadors,,převoznictví,,Færgegård,,Fährenwerft,,,,,,,,,,,,Astillero de transbordadores,,,,,,,,,Veneveistämö,Chantier de construction de Ferrys,,,,,,taigh-aiseig,,,,,,,,,,Csónakkészítő műhely,,,,,,,,Cantiere per i traghetti,,,,,,,,,,,,,,,,,,,,,,Fährenwarft,,Veerbootwerf,,,,,,Stocznia promów,,,,,,,,,,,,,,,,,,,,,,Båtsnickeri,,,,,,,,摆渡码头,,,
Field,noun,,false,,,,,,,,,Camp,,pole,,Mark,,Feld,,,,,,,,,,,,parcela,,,,,,,,,,Champ,,,,,,,,,,,,,,,,mező,,,,,,,,Campo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fält,,,,,,,,田地,,,
Fire Tongs,noun,"Ware - Tool - Atlanteans, Barbarians, Empire, Frisians",false,,,,,Маша,,,,Tenalles,,Kovářské kleště,,Ildtange,,Feuerzange,,Λαβίδα Πυρός,,,,,,,,,,Tenazas,,,,,,,,,,Tenaille de Forge,,,,,,clobha teine,clobha fir. iol. -n,,,,,,,,,Tűzifogó,,,,,,,,Pinze per il fuoco,,火ばさみ,,,,,,,,,,forceps,sg.!,,,,,,,Ildtang,,Füürtange,,Vuurtang,,,,,,Szczypce,,tenazes,,Tenazes,,,,Клещи,,,,,,kliešte na uhlie,,,,,,,,Smidestång,,,,,,,,火钳,,,
Fish,noun,"Ware - Atlanteans, Barbarians, Empire, Frisians",false,,,,,Риба,,Pesked,,Peix,,ryba,,Fisk,,Fisch,,Ψάρια,,,,,,,,,,pez (when alive) / pescado (when dead),,,,,,,,Kala,,Poisson,,,,,,iasg,èisg|,,,,,,,,,Hal,,,,,,,,Pesce,,魚,,,,,,생선,,,,piscis,,,,,,,,Fisk,,Fiss,Fiss | Fisk | Fiske,Vis,,,,,,Ryba,,peixe,,Peixe,,,,Рыба,,,,,,ryba,,,,,,,,Fisk,,,,,,,,鱼,,魚,
Fish Breeder,noun,Worker - Atlanteans,false,,,,,Рибовъд,,,,Criador de Peixos,,porybný,,Fiskeopdrætter,,Fischzüchter,,Ιχθυοτρόφος,,,,,,,,,,Piscicultor,,,,,,,,Kalankasvattaja,,Pisciculteur,,,,,,gille-iasg,ghille-iasg | gillean-iasg | ghillean-iasg,,,,,,,,,Haltenyésztő,,,,,,,,Itticoltore,,養魚番,,,,,,양식업자,,,,,,,,,,,,Fiskeoppdretter,,Fisstüchter,,Viskweker,,,,,,Hodowca ryb,,piscicultor,,Piscicultor,,,,Рыбовод,,,,,,rybnikár,,,,,,,,Fiskodlare,,,,,,,,鱼类饲养员,,,
Fish Breeder’s House,noun,Production Building - Atlanteans,false,,,,,Рибовъдска къща,,,,Casa del Criador de Peixos,,domek porybného,,Fiskeopdræt,,Fischzüchterhaus,,Σπίτι Ιχθυοτρόφου,,,,,,,,,,Casa de Piscicultor,,,,,,,,Kalankasvattajan talo,,Maison de pisciculteur,,,,,,ionad-àraich èisg,"ionad fir. gin. -aid, iol. -an",,,,,,,,,Haltenyésztőház,,,,,,,,Casa dell'itticoltore,,養魚番小屋,,,,,,양식업자의 집,,,,,,,,,,,,Fiskeoppdretters hus,,Fisstüchteree,,Viskwekerij,,,,,,Chata hodowcy ryb,,casa do piscicultor,,Casa do Piscicultor,,,,Домик рыбовода,,,,,,rybnikársky dom,,,,,,,,Fiskodling,,,,,,,,鱼类饲养员之屋,,,
Fisher,noun,"Worker - Atlanteans, Barbarians, Empire, Frisians",false,,,,,Рибар,,Pesketaer,,Pescador,,rybář,,Fisker,,Fischer,,Ψαράς,,,,,,,,,,Pescador,,,,,,,,Kalastaja,,Pêcheur,,,,,,iasgair,fir. iol. -ean,,,,,,,,,Halász,,,,,,,,Pescatore,,漁師,,,,,,어부,,,,piscator,,,,,,,,Fisker,,Fisker,,Visser,,,,,,Rybak,,pescador,,Pescador,,,,Рыболов,,,,,,rybár,,,,,,,,Fiskare,,,,,,,,渔夫,,,
Fisher’s House,noun,"Production Building - Atlanteans, Empire, Frisians",false,,,,,Рибарска къща,,Ti ar pesketaer,,Casa del Pescador,,domek rybáře,,Fiskerhus,,Fischerhaus,,Σπίτι Ψαρά,,,,,,,,,,Casa de Pescador,,,,,,,,Kalastajatorppa,,Maison de pêcheur,,,,,,taigh-iasgair,taigh fir. gin. -e; iol. -ean,,,,,,,,,Halászház,,,,,,,,Casa del pescatore,,漁師小屋,,,,,,어부의 집,,,,casa piscatoris,,,,,,,,Fiskers hus,,Fiskeree,,Vissershuis,,,,,,Domek rybaka,,casa do pescador,,Casa do Pescador,,,,Домик Рыболова,,,,,,rybársky dom,,,,,,,,Fiskestuga/Fiskarstuga,"Atlanteans: Fiskestuga
Empire, Frisians: Fiskarstuga",,,,,,,渔夫之屋,,,
Fisher’s Hut,noun,Production Building - Barbarians,false,,,,,Рибарска колиба,,Lochenn ar pesketaer,,Barraca del Pescador,,Rybářova chata,,Fiskerhytte,,Fischerhütte,,Καλύβα Ψαρά,,,,,,,,,,Cabaña de Pescador,,,,,,,,Kalastajan maja,,Cabane de pêcheur,,,,,,bothan-iasgair,bhothan-iasgair | bothain-iasgair | bhothain-iasgair,,,,,,,,,Halászkunyhó,,,,,,,,Capanna del pescatore,,漁師の庵,(元: 漁師小屋),,,,,어부의 오두막,,,,casa piscatoris,,,,,,,,Fiskerhytte,,Fisker-Huus,,Vissershut,,,,,,Chata rybaka,,cabana do pescador,,Cabana do Pescador,,,,Хижина Рыболова,,,,,,rybárska chatrč,,,,,,,,Fiskarkoja,,,,,,,,捕鱼小屋,,,
Fishing Net,noun,"Ware - Tool - Atlanteans, Frisians",false,,,,,Рибарска мрежа,,Roued pesketa,,Xarxa de Pescar,,rybářská síť,,Fiskenet,,Fischernetz,,Δίχτυ Ψαρέματος,,,,,,,,,,Red de Pesca,,,,,,,,Kalaverkko,,Filet de pêche,,,,,,lìon-èisg,lìn-èisg|lìontan-èisg,,,,,,,,,Halászháló,,,,,,,,Rete da pesca,,漁網,,,,,,낚시 그물,,,,rete piscarium,,,,,,,,Fiskegarn,,Fiskernett,,Visnet,,,,,,Sieć rybacka,,rede de pesca,,Rede de Pesca,,,,Рыболовная сеть,,,,,,rybárska sieť,,,,,,,,Fiskenät,,,,,,,,渔网,,,
